idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
3829	Der skal være noget af den grønne top med .	der skal være noget af den grønne top med	O C C O O O O O O	der skal være noget af den grønne top med	O C C O O O O O O
3830	Han har i tidens løb gjort sig gældende på en lang række områder .	han har i tidens løb gjort sig gældende på en lang række områder	O C O O O C O C O O O O O	han har i tidens løb gjort gældende sig på en lang række områder	O C O O O C F O O O O O O
3831	Jeg blev pludselig og uden begrundelse sagt op på mit arbejde , og derpå forsøgte myndighederne af al kraft at provokere mig ud af landet .	jeg blev pludselig og uden begrundelse sagt op på mit arbejde og derpå forsøgte myndighederne af al kraft at provokere mig ud af landet	O C O O O O C O O O O O O C O O O O O C O O O O	jeg pludselig og uden begrundelse blev sagt op på mit arbejde og derpå myndighederne forsøgte af al kraft at provokere mig ud af landet	O O O O O F C O O O O O O O F O O O O C O O O O
3832	Men tilliden mellem muslimerne og serberne synes forsvundet - om den nogensinde har været tilstede .	men tilliden mellem muslimerne og serberne synes forsvundet om den nogensinde har været tilstede	O O O O O O C C O O O C C O	men tilliden mellem muslimerne og serberne har om den været forsvundet synes nogensinde tilstede	O O O O O O F O O F F F O O
3833	En kollision , der var tæt på at få katastrofale følger , fordi en tankvogn med giftstoffet acrylonitril sprang læk .	en kollision der var tæt på at få katastrofale følger fordi en tankvogn med giftstoffet acrylonitril sprang læk	O O O C O O O C O O O O O O O O C O	en kollision der var tæt på at få katastrofale følger fordi en tankvogn sprang med giftstoffet acrylonitril læk	O O O C O O O C O O O O O F O O O O
3834	Datoen for den dag i april , da han fik sin tro på det danske retssystem tilbage .	datoen for den dag i april da han fik sin tro på det danske retssystem tilbage	O O O O O O O O C O O O O O O O	datoen for den dag i april da han fik sin tro på det danske retssystem tilbage	O O O O O O O O C O O O O O O O
3835	"Hvis programnoterne ikke er nok for dem , så må de bare opfinde noget . """	hvis programnoterne ikke er nok for dem så må de bare opfinde noget	O O O C O O O O C O O C O	hvis programnoterne ikke nok for opfinde er dem så må de bare noget	O O O O O F F O O F O O O
3836	* Andre forskere forsøger at krydse sig til kornsorter , som kan trække kvælstof ud af luften og helt klare sig uden kunstgødning .	andre forskere forsøger at krydse sig til kornsorter som kan trække kvælstof ud af luften og helt klare sig uden kunstgødning	O O C O C O O O O C C O O O O O O C O O O	andre forskere forsøger at krydse sig til kornsorter som kan trække kvælstof ud af luften klare og helt sig uden kunstgødning	O O C O C O O O O C C O O O O F O O O O O
3837	I håbet om hurtigt at vende tilbage til regeringsbænkene når firkløverregeringen var kørt fast .	i håbet om hurtigt at vende tilbage til regeringsbænkene når firkløverregeringen var kørt fast	O O O O O C O O O O O C C O	i håbet om hurtigt kørt vende at var tilbage til regeringsbænkene når firkløverregeringen fast	O O O O F C O F O O O O O O
3838	Ved de fleste uddannelser er studiepladserne opdelt i to kvoter .	ved de fleste uddannelser er studiepladserne opdelt i to kvoter	O O O O C O C O O O	ved de fleste uddannelser er studiepladserne opdelt i to kvoter	O O O O C O C O O O
3839	Det er for eksempel Tarana , en salat tilberedt af fiskerogn , tacik ( yoghurt med agurk , gulerod og hvidløg ) , dolma ( marinerede vinblade fyldt med ris og krydderier ) og börek ( butterdej med oste- eller kødfyld ) .	det er for eksempel tarana en salat tilberedt af fiskerogn tacik yoghurt med agurk gulerod og hvidløg dolma marinerede vinblade fyldt med ris og krydderier og börek butterdej med oste- eller kødfyld	O C O O O O O C O O O O O O O O O O C O C O O O O O O O O O O O	det for eksempel fyldt tarana en salat af fiskerogn tacik marinerede yoghurt med agurk gulerod er tilberedt og hvidløg dolma vinblade med ris og krydderier og börek butterdej med oste- eller kødfyld	O O O F O O O O O O F O O O O F F O O O O O O O O O O O O O O O
3840	I de tilfælde hvor bibliotekarerne skønner , at der også i fremtiden vil være efterspørgsel efter en bestemt bog , købes den simpelthen hos Wiuff , som i de fleste tilfælde er i stand til at levere den med dags varsel .	i de tilfælde hvor bibliotekarerne skønner at der også i fremtiden vil være efterspørgsel efter en bestemt bog købes den simpelthen hos wiuff som i de fleste tilfælde er i stand til at levere den med dags varsel	O O O C O O O O O O C O O O O O C C O O O O O O O O O O C O O O O C O O O O	i de tilfælde købes den simpelthen hos wiuff hvor bibliotekarerne skønner at der også i fremtiden vil være efterspørgsel efter en bestemt bog som er i de fleste tilfælde i stand til at den med levere dags varsel	O O O C O O O O O O C O O O O O C C O O O O O O F O O O O O O O O O O F O O
3841	Det blev til 1140 stykker for ham uinteressante forsendelser .	det blev til 1140 stykker for ham uinteressante forsendelser	O C O O O O O O O	det blev til 1140 stykker for ham uinteressante forsendelser	O C O O O O O O O
3842	Bilerne dækkes med store Dannebrogsflag .	bilerne dækkes med store dannebrogsflag	O C O O O	bilerne dækkes med store dannebrogsflag	O C O O O
3843	"Det var lige før , de tog Einar i hovedet og halede ham udenbords , ingen ville savne ham , han var nemlig den "" blinde "" passager , som var steget på toget uden pladsbillet ."	det var lige før de tog einar i hovedet og halede ham udenbords ingen ville savne ham han var nemlig den blinde passager som var steget på toget uden pladsbillet	O C O O O C O O O O C O O O C C O O C O O O O O C C O O O O	det lige var før de einar i hovedet tog og halede ham udenbords ingen ham var han nemlig den blinde passager som savne ville var steget på toget uden pladsbillet	O O F O O O O O F O C O O O O F O O O O O O F F C C O O O O
3844	De er trods alt ikke til salg.Foto : Linda Henriksen	de er trods alt ikke til salg.foto linda henriksen	O C O O O O O O O	de er trods alt ikke til salg.foto linda henriksen	O C O O O O O O O
3845	"En ny og fremragende én af slagsen - "" Crooked Line "" - er netop udkommet ."	en ny og fremragende én af slagsen crooked line er netop udkommet	O O O O O O O O O C O C	en ny og udkommet fremragende én af slagsen er crooked line netop	O O O F O O O O F O O O
3846	"Det er derfor højst usikkert , hvordan ØMUen rent faktisk kommer til at se ud , "" mente Lambsdorff ."	det er derfor højst usikkert hvordan ømuen rent faktisk kommer til at se ud mente lambsdorff	O C O O O C O O O O O C O O C O	det er derfor højst usikkert mente lambsdorff kommer hvordan ømuen rent faktisk til at se ud	O C O O O C O F O O O O O O C O
3847	""" Jeg synes , vi havde det skønt , ikke ?"	jeg synes vi havde det skønt ikke	O C O C O O O	jeg synes vi havde det skønt ikke	O C O C O O O
3848	Major Hewitt og Diana kender hinanden godt , bl.a. fordi han har spillet med på prins Charles polo-hold , og da han blev sendt ned til Golf-krigen , lovede både prins Charles og Diana at skrive til ham .	major hewitt og diana kender hinanden godt bl.a. fordi han har spillet med på prins charles polo-hold og da han blev sendt ned til golf-krigen lovede både prins charles og diana at skrive til ham	O O O O C O O O O O C C O O O O O O O O C C O O O C O O O O O O C O O	major kender hewitt og diana hinanden godt bl.a. spillet fordi han har med på prins charles polo-hold og da han blev sendt ned til golf-krigen lovede både prins charles og diana at skrive til ham	O F O O O O O O F O O F O O O O O O O O C C O O O C O O O O O O C O O
3849	Hæld løgene i og rør rundt .	hæld løgene i og rør rundt	C O O O C O	hæld løgene i og rør rundt	C O O O C O
3850	- Bor der to børn hér i huset ?	bor der to børn hér i huset	C O O O O O O	der bor to børn hér i huset	O F O O O O O
3851	Lige i denne situation er det serberne , der er den store skurk , men i denne utroligt beskidte krig foretager alle sider uhyrligheder .	lige i denne situation er det serberne der er den store skurk men i denne utroligt beskidte krig foretager alle sider uhyrligheder	O O O O C O O O C O O O O O O O O O C O O O	lige i denne situation det er serberne der er den store skurk foretager men i denne utroligt beskidte krig alle sider uhyrligheder	O O O O O F O O F O O O F O O O O O O O O O
3852	Jeg nikkede ; men havde ondt af Astma-Bodil .	jeg nikkede men havde ondt af astma-bodil	O C O C O O O	jeg nikkede men ondt af astma-bodil havde	O C O O O O F
3853	To af hendes brødre er blevet dræbt af mafiaen , og hun vidnede i retten mod de mistænkte drabsmænd .	to af hendes brødre er blevet dræbt af mafiaen og hun vidnede i retten mod de mistænkte drabsmænd	O O O O C C C O O O O C O O O O C O	to dræbt blevet er af hendes brødre af mafiaen og hun vidnede i retten mod de mistænkte drabsmænd	O F F F O O O O O O O C O O O O C O
3854	- Jeg håber ikke , der er sket noget .	jeg håber ikke der er sket noget	O C O O C C O	jeg ikke håber sket er der noget	O O F F C O O
3855	Vi har været så heldige at få hjælp og vejledning fra en af skolens forældre , Kirsten Anttila , som er tilknyttet et forskningsprojekt om informatik i skolens fag på Lærerhøjskolen .	vi har været så heldige at få hjælp og vejledning fra en af skolens forældre kirsten anttila som er tilknyttet et forskningsprojekt om informatik i skolens fag på lærerhøjskolen	O C C O O O C O O O O O O O O O O O C C O O O O O O O O O	vi har været så heldige at få tilknyttet hjælp og vejledning fra en af skolens forældre kirsten anttila som et forskningsprojekt om informatik i skolens fag er på lærerhøjskolen	O C C O O O C F O O O O O O O O O O O O O O O O O O F O O
3856	På rejse i Øst- og Centraleuropa møder man mange folkeslag - og ikke mindst sigøjnerne , som jo er et rejsende folk .	på rejse i øst- og centraleuropa møder man mange folkeslag og ikke mindst sigøjnerne som jo er et rejsende folk	O O O O O O C O O O O O O O O O C O C O	på rejse i øst- og centraleuropa man mange folkeslag og ikke mindst sigøjnerne som jo er møder et rejsende folk	O O O O O O O O O O O O O O O F F O C O
3857	Der var mange flotte præmier til de vindende hold , udsat af DEN DANSKE BANK TESS INN LYNGBY EL-service BIKUBEN Beboerbladet HER og ESSO Motorcenter .	der var mange flotte præmier til de vindende hold udsat af den danske bank tess inn lyngby el-service bikuben beboerbladet her og esso motorcenter	O C O O O O O C O C O O O O O O O O O O O O O O	der var mange flotte præmier til de vindende hold udsat af den danske bank tess inn lyngby el-service bikuben beboerbladet her og esso motorcenter	O C O O O O O C O C O O O O O O O O O O O O O O
3858	En ukendt havde fortalt de sociale myndigheder om , hvor de skjulte sig .	en ukendt havde fortalt de sociale myndigheder om hvor de skjulte sig	O O C C O O O O O O C O	en ukendt havde fortalt de sociale myndigheder om hvor de skjulte sig	O O C C O O O O O O C O
3859	Med Scout skulle der heller ikke være noget at tage fejl af : Tast firmanavn eller tast et søgeord , og skærmen viser meget pædagogisk nærmeste vej til den eller de aktuelle stande .	med scout skulle der heller ikke være noget at tage fejl af tast firmanavn eller tast et søgeord og skærmen viser meget pædagogisk nærmeste vej til den eller de aktuelle stande	O O C O O O C O O C O O C O O C O O O O C O O O O O O O O O O	med være scout skulle der heller ikke noget at fejl af tage firmanavn tast eller et søgeord tast og skærmen meget viser pædagogisk nærmeste vej til den eller de aktuelle stande	O F O F O O O O O O O F O F O O O F O O O F O O O O O O O O O
3860	Når en larve gnaver i bladene , vil krystallerne rive deres indvolde op !	når en larve gnaver i bladene vil krystallerne rive deres indvolde op	O O O C O O C O C O O O	når en larve gnaver i bladene rive vil krystallerne deres indvolde op	O O O C O O F F O O O O
3861	Grimme minder - men usandsynligt heldigt sluppet i forhold til , hvad der skete for kun to uger siden .	grimme minder men usandsynligt heldigt sluppet i forhold til hvad der skete for kun to uger siden	O O O O O C O O O O O C O O O O O	grimme minder men usandsynligt heldigt sluppet i forhold til hvad der skete for kun to uger siden	O O O O O C O O O O O C O O O O O
3862	Normalt indgår artistens repræsentanter og koncertarrangøren en kontrakt med en garantiordning .	normalt indgår artistens repræsentanter og koncertarrangøren en kontrakt med en garantiordning	O C O O O O O O O O O	normalt artistens repræsentanter og koncertarrangøren en kontrakt med en garantiordning indgår	O O O O O O O O O O F
3863	Steen Gade forberedte de delegerede på , at unions-tilhængerne i de næste uger vil føre skræmmekampagne mod et nej til EF-Unionen ved folkeafstemningen 2. juni .	steen gade forberedte de delegerede på at unions-tilhængerne i de næste uger vil føre skræmmekampagne mod et nej til ef-unionen ved folkeafstemningen 2. juni	O O C O C O O O O O O O C C O O O O O O O O O O	steen gade forberedte de delegerede på vil at unions-tilhængerne i de næste uger føre skræmmekampagne mod et nej til ef-unionen ved folkeafstemningen 2. juni	O O C O C O F O O O O O O C O O O O O O O O O O
3864	Og så var der det med ventelisterne , der skulle væk .	og så var der det med ventelisterne der skulle væk	O O C O O O O O C O	og så var der det med ventelisterne skulle der væk	O O C O O O O F O O
3865	Billetsalget begynder på mandag .	billetsalget begynder på mandag	O C O O	billetsalget begynder på mandag	O C O O
3866	Selv om Kunsthallen for nylig flyttede til rummelige lokaler i Gothersgade , er der stadig ikke meget gulvplads at skeje ud på - det lægger sin helt naturlige begrænsning på udbuddet af møbler .	selv om kunsthallen for nylig flyttede til rummelige lokaler i gothersgade er der stadig ikke meget gulvplads at skeje ud på det lægger sin helt naturlige begrænsning på udbuddet af møbler	O O O O O C O O O O O C O O O O O O C O O O C O O O O O O O O	selv om kunsthallen for flyttede nylig til rummelige lokaler i gothersgade er der stadig ikke meget gulvplads skeje at ud på det lægger sin helt naturlige begrænsning på udbuddet af møbler	O O O O F O O O O O O C O O O O O F O O O O C O O O O O O O O
