idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
8103	Der natürliche Standort der Bäume sind Hochwälder und Savannen , an Standorten mit durchlässigem Boden und mehr als 1500 mm jährlichen Niederschlag .	der natürliche standort der bäume sind hochwälder und savannen an standorten mit durchlässigem boden und mehr als 1500 mm jährlichen niederschlag	O O O O O C O O O O O O O O O O O O O O O	der natürliche standort der bäume hochwälder und savannen an standorten mit durchlässigem boden und sind mehr als 1500 mm jährlichen niederschlag	O O O O O O O O O O O O O O F O O O O O O
8104	Durch die Gemeinde führt die autobahnähnlich ausgebaute Strada Statale 690 Avezzano - Sora von Avezzano nach Sora .	durch die gemeinde führt die autobahnähnlich ausgebaute strada statale 690 avezzano sora von avezzano nach sora	O O O C O O O O O O O O O O O O	durch die gemeinde führt die autobahnähnlich ausgebaute strada statale 690 avezzano sora von avezzano nach sora	O O O C O O O O O O O O O O O O
8105	Man folgerte , dass die Frage der Effizienz von LSD in der Behandlung von Alkoholismus bisher unbeantwortet ist .	man folgerte dass die frage der effizienz von lsd in der behandlung von alkoholismus bisher unbeantwortet ist	O C O O O O O O O O O O O O O O C	man dass die frage folgerte der effizienz von lsd in der behandlung von alkoholismus bisher unbeantwortet ist	O O O O F O O O O O O O O O O O C
8106	Havering ist somit der Stadtbezirk mit dem kleinsten Anteil an ethnischen Minderheiten .	havering ist somit der stadtbezirk mit dem kleinsten anteil an ethnischen minderheiten	O C O O O O O O O O O O	havering somit der ist stadtbezirk mit dem kleinsten anteil an ethnischen minderheiten	O O O F O O O O O O O O
8107	Der Name Neue Burg blieb nur als Flurbezeichnung der dort liegenden Grundstücke erhalten .	der name neue burg blieb nur als flurbezeichnung der dort liegenden grundstücke erhalten	O O O O C O O O O O O O O	der name neue burg blieb nur als flurbezeichnung der dort liegenden grundstücke erhalten	O O O O C O O O O O O O O
8108	Jahrhundert wurden Minen angelegt , von denen die letzte Madziwa Mine ist .	jahrhundert wurden minen angelegt von denen die letzte madziwa mine ist	O C O C O O O O O O C	jahrhundert minen von wurden denen die letzte madziwa ist angelegt mine	O O O F O O O O F F O
8109	Ebenso wurden die unter Denkmalschutz stehenden Wohnhäuser der ehemaligen Flugplatzwohnsiedlung unter denkmapflegerischen Aspekten saniert .	ebenso wurden die unter denkmalschutz stehenden wohnhäuser der ehemaligen flugplatzwohnsiedlung unter denkmapflegerischen aspekten saniert	O C O O O O O O O O O O O C	ebenso wurden die unter denkmalschutz stehenden wohnhäuser der ehemaligen flugplatzwohnsiedlung unter denkmapflegerischen aspekten saniert	O C O O O O O O O O O O O C
8110	Die Larven der Ibisfliege kommen vor allem in sauberen , mäßig - bis schnellfließenden Gewässern mit steinigem oder kiesigem Grund vor , weshalb sie auch als Bioindikator für die Wasserqualität herangezogen werden können ( Saprobienindex 1,5 -- Gewässergüteklasse I - II ) .	die larven der ibisfliege kommen vor allem in sauberen mäßig bis schnellfließenden gewässern mit steinigem oder kiesigem grund vor weshalb sie auch als bioindikator für die wasserqualität herangezogen werden können saprobienindex 1,5 -- gewässergüteklasse i ii	O O O O C O O O O O O O O O O O O O O O O O O O O O O C C C O O O O O O	die larven der ibisfliege kommen vor allem in sauberen mäßig bis schnellfließenden gewässern mit steinigem oder kiesigem grund vor weshalb sie auch als bioindikator werden herangezogen für die wasserqualität saprobienindex 1,5 können -- gewässergüteklasse i ii	O O O O C O O O O O O O O O O O O O O O O O O O F F O O O O O F O O O O
8111	Die Falter sind überwiegend tagaktiv , wurden aber auch schon nachts an künstlichen Lichtquellen beobachtet .	die falter sind überwiegend tagaktiv wurden aber auch schon nachts an künstlichen lichtquellen beobachtet	O O C O O C O O O O O O O C	die falter sind überwiegend tagaktiv wurden aber auch schon nachts an künstlichen lichtquellen beobachtet	O O C O O C O O O O O O O C
8112	Herausragender Akteur in Reihen Slovans war Richard Kapuš , der in den Playoffs insgesamt sieben Tore erzielte und 14 Vorlagen gab .	herausragender akteur in reihen slovans war richard kapuš der in den playoffs insgesamt sieben tore erzielte und 14 vorlagen gab	O O O O O C O O O O O O O O O C O O O C	herausragender akteur in reihen slovans war richard kapuš der erzielte in den playoffs insgesamt sieben tore und gab 14 vorlagen	O O O O O C O O O F O O O O O O O F O O
8113	Weitere Straßenverbindungen bestehen mit Annecy - le - Vieux und Dingy - Saint - Clair .	weitere straßenverbindungen bestehen mit annecy le vieux und dingy saint clair	O O C O O O O O O O O	weitere straßenverbindungen bestehen mit annecy le vieux und dingy saint clair	O O C O O O O O O O O
8114	Das Facemask ist nicht beweglich oder hochklappbar .	das facemask ist nicht beweglich oder hochklappbar	O O C O O O O	das facemask nicht beweglich ist oder hochklappbar	O O O O F O O
8115	Darin erzählt Waldheim unter anderem auf mehreren Seiten von seinem Besuch bei Bruder Klaus ( Niklaus von Flüe ) .	darin erzählt waldheim unter anderem auf mehreren seiten von seinem besuch bei bruder klaus niklaus von flüe	O C O O O O O O O O O O O O O O O	darin erzählt waldheim unter anderem auf mehreren seiten von seinem besuch bei bruder klaus niklaus von flüe	O C O O O O O O O O O O O O O O O
8116	Die Sicht war schlecht , mit einer Sichtweite von 1,5 km bis 2 km und einer Wolkenhöhe von 60 m und Regen .	die sicht war schlecht mit einer sichtweite von 1,5 km bis 2 km und einer wolkenhöhe von 60 m und regen	O O C O O O O O O O O O O O O O O O O O O	die sicht war schlecht mit einer sichtweite von 1,5 km bis 2 km und einer wolkenhöhe von 60 m und regen	O O C O O O O O O O O O O O O O O O O O O
8117	Die Haupthalle des Schreins dient der Verehrung der Kaiser dieser Dynastie , dort stehen Statuen der ersten Lý - Kaiser Lý Thái Tổ und Lý Thái Tông .	die haupthalle des schreins dient der verehrung der kaiser dieser dynastie dort stehen statuen der ersten lý kaiser lý thái tổ und lý thái tông	O O O O C O O O O O O O C O O O O O O O O O O O O	die haupthalle des schreins der verehrung der kaiser dieser dynastie dient dort stehen statuen der ersten lý kaiser lý thái tổ und lý thái tông	O O O O O O O O O O F O C O O O O O O O O O O O O
8118	Seit Juni 2010 gehört Stefan Beermann diesem Gremium nicht mehr an .	seit juni 2010 gehört stefan beermann diesem gremium nicht mehr an	O O O C O O O O O O O	seit juni 2010 stefan beermann diesem gremium nicht mehr an gehört	O O O O O O O O O O F
8119	KÍ Klaksvík qualifizierte sich für das Halbfinale .	kí klaksvík qualifizierte sich für das halbfinale	O O C O O O O	kí qualifizierte klaksvík sich für das halbfinale	O F O O O O O
8120	Methodius in der gesamten katholischen Kirche begangen werden soll .	methodius in der gesamten katholischen kirche begangen werden soll	O O O O O O C C C	methodius in der gesamten katholischen kirche begangen werden soll	O O O O O O C C C
8121	"Die den Wohngebäuden nahe liegenden Wirtschaftsgebäude sind gemauert , der obere Theil aber mit Holz gezimmert , und mit Stroh eingedeckt . """	die den wohngebäuden nahe liegenden wirtschaftsgebäude sind gemauert der obere theil aber mit holz gezimmert und mit stroh eingedeckt	O O O O O O C O O O O O O O O O O O O	die den wohngebäuden nahe liegenden wirtschaftsgebäude gemauert der obere theil aber mit holz gezimmert sind und mit stroh eingedeckt	O O O O O O O O O O O O O O F O O O O
8122	Danach arbeitete er kurze Zeit bei Jakob Forell ( 1821-1893 ) in Freiburg i .	danach arbeitete er kurze zeit bei jakob forell 1821-1893 in freiburg i	O C O O O O O O O O O O	danach arbeitete er kurze zeit bei jakob forell 1821-1893 in freiburg i	O C O O O O O O O O O O
8123	Nach der Säkularisation zeigte die bayerische Verwaltung nur an dem Bräuhaus Interesse , aus dem die Brauerei Hacklberg entstand .	nach der säkularisation zeigte die bayerische verwaltung nur an dem bräuhaus interesse aus dem die brauerei hacklberg entstand	O O O C O O O O O O O O O O O O O C	nach der säkularisation die bayerische verwaltung nur an dem bräuhaus zeigte interesse aus dem die brauerei hacklberg entstand	O O O O O O O O O O F O O O O O O C
8124	Der erste CCI ( Old CRB Index ) von 1957 enthielt 28 Komponenten , die zueinander geometrisch gewichtet waren ( jeweils 3,57 Prozent ) .	der erste cci old crb index von 1957 enthielt 28 komponenten die zueinander geometrisch gewichtet waren jeweils 3,57 prozent	O O O O O O O O C O O O O O O C O O O	der erste enthielt cci waren old crb index von 1957 28 komponenten die zueinander geometrisch gewichtet jeweils 3,57 prozent	O O F O F O O O O O O O O O O O O O O
8125	Jahrhundert Sitz des landesherrlichen Amtmanns , diente aber auch als Gefängnis und in Kriegszeiten als Zufluchtsort der Bevölkerung .	jahrhundert sitz des landesherrlichen amtmanns diente aber auch als gefängnis und in kriegszeiten als zufluchtsort der bevölkerung	O O O O O C O O O O O O O O O O O	jahrhundert sitz des landesherrlichen amtmanns aber auch als gefängnis und in kriegszeiten als zufluchtsort der bevölkerung diente	O O O O O O O O O O O O O O O O F
8126	"Er ist nicht primär Erfinder , sondern Innovator , der neue Ideen aufgreift und durchsetzt , materielle und immaterielle "" produktive Kräfte "" kreativ kombiniert und so existierende Strukturen verdrängt , zerstört und neue schafft ."	er ist nicht primär erfinder sondern innovator der neue ideen aufgreift und durchsetzt materielle und immaterielle produktive kräfte kreativ kombiniert und so existierende strukturen verdrängt zerstört und neue schafft	O C O O O O O O O O C O C O O O O O O C O O O O C C O O C	er ist nicht primär erfinder sondern innovator der neue ideen aufgreift durchsetzt und materielle und immaterielle produktive kräfte kombiniert kreativ und so existierende strukturen verdrängt zerstört und neue schafft	O C O O O O O O O O C F O O O O O O F O O O O O C C O O C
8127	Dies ist vor allem bemerkenswert , weil die deutsche Luftwaffe zu dieser Zeit gegen die Tagesangriffe der USAF - Bomber mangels guter und erfahrener Piloten kaum noch effektiven Widerstand leisten konnte .	dies ist vor allem bemerkenswert weil die deutsche luftwaffe zu dieser zeit gegen die tagesangriffe der usaf bomber mangels guter und erfahrener piloten kaum noch effektiven widerstand leisten konnte	O C O O O O O O O O O O O O O O O O O O O O O O O O O C C	dies vor ist allem bemerkenswert weil leisten konnte die deutsche luftwaffe zu dieser zeit gegen die tagesangriffe der usaf bomber mangels guter und erfahrener piloten kaum noch effektiven widerstand	O O F O O O F F O O O O O O O O O O O O O O O O O O O O O
8128	Zwischen 1835 und 1836 sowie von 1837 bis 1838 war er Mitglied des Senats von Delaware .	zwischen 1835 und 1836 sowie von 1837 bis 1838 war er mitglied des senats von delaware	O O O O O O O O O C O O O O O O	zwischen 1835 und 1836 sowie von 1837 bis 1838 war er mitglied des senats von delaware	O O O O O O O O O C O O O O O O
8129	Dies brachte ihm polizeiliche Ermittlungen wegen Wahlbehinderung ein .	dies brachte ihm polizeiliche ermittlungen wegen wahlbehinderung ein	O C O O O O O O	dies brachte ihm polizeiliche ermittlungen wegen wahlbehinderung ein	O C O O O O O O
8130	Flunarizin darf nicht bei Patienten mit einer bekannten Unverträglichkeit gegen den Wirkstoff , Morbus Parkinson oder in der Vorgeschichte aufgetretenen sonstigen extrapyramidal - motorischen Störungen angewendet werden .	flunarizin darf nicht bei patienten mit einer bekannten unverträglichkeit gegen den wirkstoff morbus parkinson oder in der vorgeschichte aufgetretenen sonstigen extrapyramidal motorischen störungen angewendet werden	O C O O O O O O O O O O O O O O O O O O O O O C C	flunarizin nicht bei patienten mit einer bekannten unverträglichkeit gegen den wirkstoff morbus parkinson oder darf werden angewendet in der vorgeschichte aufgetretenen sonstigen extrapyramidal motorischen störungen	O O O O O O O O O O O O O O F F F O O O O O O O O
8131	Landseitig ist dem Palmer Ort ein kleiner Küstenschutzwald vorgelagert .	landseitig ist dem palmer ort ein kleiner küstenschutzwald vorgelagert	O C O O O O O O O	landseitig ist dem palmer ort ein kleiner küstenschutzwald vorgelagert	O C O O O O O O O
8132	Seit 1989 spielt er auch regelmäßig jedes Jahr in Polen .	seit 1989 spielt er auch regelmäßig jedes jahr in polen	O O C O O O O O O O	seit 1989 spielt er auch regelmäßig jedes jahr in polen	O O C O O O O O O O
8133	Cauayan City ( Filipino : Lungsod ng Cauayan ) ist eine philippinische Component City in der Provinz Isabela , in der Verwaltungsregion II , Cagayan Valley .	cauayan city filipino lungsod ng cauayan ist eine philippinische component city in der provinz isabela in der verwaltungsregion ii cagayan valley	O O O O O O C O O O O O O O O O O O O O O	cauayan ist city filipino lungsod ng cauayan eine philippinische component city in der provinz isabela in der verwaltungsregion ii cagayan valley	O F O O O O O O O O O O O O O O O O O O O
8134	Seit dem Jahr 1875 gab es eine eigene Jahresdotation für die technische Literatur in der Landesbibliothek .	seit dem jahr 1875 gab es eine eigene jahresdotation für die technische literatur in der landesbibliothek	O O O O C O O O O O O O O O O O	seit dem jahr 1875 gab es eine eigene jahresdotation für die technische literatur in der landesbibliothek	O O O O C O O O O O O O O O O O
8135	Isesaki ( jap. , - shi ) ist eine Stadt in der Präfektur Gunma auf Honshū , der Hauptinsel von Japan .	isesaki jap. shi ist eine stadt in der präfektur gunma auf honshū der hauptinsel von japan	O O O C O O O O O O O O O O O O	isesaki ist jap. shi eine stadt in der präfektur gunma auf honshū der hauptinsel von japan	O F O O O O O O O O O O O O O O
8136	Das von der ersten Bratsche über der ostinaten Begleitung von zweiter Bratsche und Violoncello exponierte Hauptthema wird augenblicklich unisono von beiden Violinen wiederholt .	das von der ersten bratsche über der ostinaten begleitung von zweiter bratsche und violoncello exponierte hauptthema wird augenblicklich unisono von beiden violinen wiederholt	O O O O O O O O O O O O O O O O C O O O O O C	das von der ersten bratsche über der ostinaten begleitung von zweiter bratsche und violoncello exponierte hauptthema wird augenblicklich unisono von beiden violinen wiederholt	O O O O O O O O O O O O O O O O C O O O O O C
8137	Diese Version war die Grundlage der deutschen Fassung des Tagebuches -- siehe unten .	diese version war die grundlage der deutschen fassung des tagebuches -- siehe unten	O O C O O O O O O O O C O	diese version die war grundlage der deutschen fassung des tagebuches -- siehe unten	O O O F O O O O O O O C O
8138	Für sie war er von 1924 bis 1933 tätig .	für sie war er von 1924 bis 1933 tätig	O O C O O O O O O	für sie war er von 1924 bis 1933 tätig	O O C O O O O O O
