idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
3575	Han er ved gud ikke sprunget over , hvor gærdet var lavest , men har tappet alt , lige fra Farvandsudsigten til Fiskerinoteringen .	han er ved gud ikke sprunget over hvor gærdet var lavest men har tappet alt lige fra farvandsudsigten til fiskerinoteringen	han ved er gud sprunget ikke over hvor gærdet var lavest men har alt tappet lige fra farvandsudsigten til fiskerinoteringen	O O F O F O O O O C O O C O F O O O O O	han er sprunget ved gud ikke har over hvor gærdet var lavest men alt lige fra farvandsudsigten til tappet fiskerinoteringen	O C F O O O F O O O C O O O O O O O F O
3576	Man har spisestue eller i hvert fald en rar plads i en rolig del af stuen .	man har spisestue eller i hvert fald en rar plads i en rolig del af stuen	har man spisestue eller i hvert fald en rar plads i en rolig del af stuen	F O O O O O O O O O O O O O O O	man har spisestue eller i hvert fald en rar plads i en rolig del af stuen	O C O O O O O O O O O O O O O O
3577	Her gror store bananer , som siges at være de mest velsmagende i hele Thailand .	her gror store bananer som siges at være de mest velsmagende i hele thailand	her gror store bananer som siges at de være mest velsmagende i hele thailand	O C O O O C O O F O O O O O	her gror siges store bananer som være at de mest velsmagende i hele thailand	O C F O O O F O O O O O O O
3578	"Mor begyndte omgående på et strikketøj ; far blev ved med at sige : "" Det må jeg nok sige ! "" og Christine kastede sig over telefonen ."	mor begyndte omgående på et strikketøj far blev ved med at sige det må jeg nok sige og christine kastede sig over telefonen	begyndte mor omgående på et strikketøj far blev ved med at sige det jeg må sige nok og christine kastede sig over telefonen	F O O O O O O C O O O C O O F F O O O C O O O	mor begyndte omgående sige på et strikketøj far ved med at det må jeg nok sige og christine blev kastede sig over telefonen	O C O F O O O O O O O O F O O C O O F C O O O
3579	"Tove Nielsen sagde , at hun havde diskuteret spørgsmålet om sin holdning til resolutionen med Venstres formand , udenrigsminister Uffe Ellemann-Jensen , men hun ville ikke afsløre , hvad han havde sagt : "" Det hører til partilivets privatliv , "" mente hun ."	tove nielsen sagde at hun havde diskuteret spørgsmålet om sin holdning til resolutionen med venstres formand udenrigsminister uffe ellemann-jensen men hun ville ikke afsløre hvad han havde sagt det hører til partilivets privatliv mente hun	tove nielsen sagde at hun havde diskuteret spørgsmålet om sin holdning til resolutionen med venstres formand udenrigsminister uffe ellemann-jensen men hun ville ikke afsløre hvad han havde sagt det hører til partilivets privatliv mente hun	O O C O O F F O O O O O O O O O O O O O O C O C O O F F O C O O O C O	tove nielsen at hun havde diskuteret spørgsmålet om sin holdning til resolutionen mente med venstres formand udenrigsminister uffe ellemann-jensen men hun ville havde ikke sagde afsløre hvad han det hører til partilivets privatliv hun sagt	O O O O C C O O O O O O F O O O O O O O O C F O F C O O O C O O O O F
3580	Men trods den tapre Svend Poulsens store ihærdighed er det ikke lykkedes at få tv-anmelderne til at overgive sig .	men trods den tapre svend poulsens store ihærdighed er det ikke lykkedes at få tv-anmelderne til at overgive sig	men trods den tapre svend poulsens store ihærdighed det er lykkedes ikke at få tv-anmelderne til at overgive sig	O O O O O O O O O F F O O C O O O C O	men trods den tapre svend overgive poulsens store ihærdighed det ikke lykkedes at få tv-anmelderne er til at sig	O O O O O F O O O O O C O C O F O O O
3581	"Her i Japan er der sidevind , og den har jeg noget nemmere ved at styre . """	her i japan er der sidevind og den har jeg noget nemmere ved at styre	her i japan der er sidevind og har den jeg noget nemmere ved at styre	O O O O F O O F O O O O O O C	her i japan er der sidevind og den jeg noget nemmere ved at har styre	O O O C O O O O O O O O O F C
3582	Men mandskabet så kun den enlige polak .	men mandskabet så kun den enlige polak	men mandskabet så kun den enlige polak	O O C O O O O	men mandskabet så kun den enlige polak	O O C O O O O
3583	- Det har ligget her i flere uger .	det har ligget her i flere uger	det har ligget her i flere uger	O F F O O O O	det ligget har her i flere uger	O C F O O O O
3584	""" Den udtalelse er i følge Jan Carlzon selv fremsat under en diskussion om faren for , at medier drager for hastige konklusioner ."	den udtalelse er i følge jan carlzon selv fremsat under en diskussion om faren for at medier drager for hastige konklusioner	den udtalelse er i følge jan carlzon selv fremsat under en diskussion om faren for at medier for drager hastige konklusioner	O O C O O O O O C O O O O O O O O O F O O	den udtalelse i følge jan er carlzon selv under en diskussion om faren fremsat for at medier drager for hastige konklusioner	O O O O O F O O O O O O O F O O O C O O O
3585	Fem DSB-ruter overlever	fem dsb-ruter overlever	fem overlever dsb-ruter	O F O	overlever fem dsb-ruter	F O O
3586	""" Sådan læser jeg bistandsloven , og den fortolkning har jeg tænkt mig at udbrede her i Silkeborg ."	sådan læser jeg bistandsloven og den fortolkning har jeg tænkt mig at udbrede her i silkeborg	sådan læser jeg bistandsloven og den fortolkning har jeg mig tænkt udbrede at her i silkeborg	O C O O O O O C O O F F O O O O	sådan jeg bistandsloven og den fortolkning har udbrede jeg læser tænkt mig at her i silkeborg	O O O O O O C F O F C O O O O O
3587	Tiden i udlandet tiltalte mig .	tiden i udlandet tiltalte mig	tiden i udlandet tiltalte mig	O O O C O	tiden i udlandet tiltalte mig	O O O C O
3588	Selv de 700 udstationerede politibetjente deltager livligt i folkefesterne og sender opmuntrende tilråb til de kæmpende motionister , der trods smerte og udmattelse og forhindringer i form af plasticbægre opretholder en hel utrolig disciplin med den største hensyntagen til andre løbere .	selv de 700 udstationerede politibetjente deltager livligt i folkefesterne og sender opmuntrende tilråb til de kæmpende motionister der trods smerte og udmattelse og forhindringer i form af plasticbægre opretholder en hel utrolig disciplin med den største hensyntagen til andre løbere	selv de 700 udstationerede politibetjente livligt deltager i folkefesterne sender og opmuntrende tilråb til de kæmpende motionister der trods smerte og udmattelse og forhindringer i form af plasticbægre en opretholder hel utrolig disciplin med den største hensyntagen til andre løbere	O O O C O O F O O F O C O O O C O O O O O O O O O O O O O F O O O O O O O O O O	selv de 700 udstationerede politibetjente deltager livligt i folkefesterne og tilråb til de kæmpende motionister der trods smerte opretholder opmuntrende og udmattelse og forhindringer i form af plasticbægre en hel utrolig disciplin med den sender største hensyntagen til andre løbere	O O O C O C O O O O O O O C O O O O F F O O O O O O O O O O O O O O F O O O O O
3589	H.L. Hansen besad mange tillidsposter .	h.l. hansen besad mange tillidsposter	h.l. besad hansen mange tillidsposter	O F O O O	h.l. hansen besad mange tillidsposter	O O C O O
3590	De tekniske chefer i både Danmark og Sverige forstår heller ikke , hvor rygtet kommer fra :	de tekniske chefer i både danmark og sverige forstår heller ikke hvor rygtet kommer fra	de tekniske chefer i både danmark og sverige forstår heller ikke hvor rygtet kommer fra	O O O O O O O O C O O O O C O	de tekniske chefer kommer i både danmark og sverige forstår heller ikke hvor rygtet fra	O O O F O O O O O C O O O O O
3591	Den nye series tre første episoder bliver bragt i januar af en af USAs mest populære kabelkanaler , Home Box Office .	den nye series tre første episoder bliver bragt i januar af en af usas mest populære kabelkanaler home box office	den nye series tre første episoder bliver bragt i januar af en af usas mest populære kabelkanaler home box office	O O O O O O F F O O O O O O O O O O O O	den nye series tre første episoder bliver i januar af en af usas mest populære bragt kabelkanaler home box office	O O O O O O C O O O O O O O O F O O O O
3592	Med andre ord opførte dette lille bitte folk sig som de seje vikinger , vi jo rettelig er .	med andre ord opførte dette lille bitte folk sig som de seje vikinger vi jo rettelig er	med andre ord opførte dette lille bitte folk sig som de seje vikinger vi jo rettelig er	O O O C O O O O O O O O O O O O C	med andre ord dette lille bitte folk sig som de seje vikinger vi jo rettelig opførte er	O O O O O O O O O O O O O O O F C
3593	Ikke en lyd hørtes fra de andre .	ikke en lyd hørtes fra de andre	ikke en lyd fra hørtes de andre	O O O O F O O	ikke en lyd fra de hørtes andre	O O O O O F O
3594	Så langt når romanen ikke , skønt det er den happy ending , den lægger op til - noget af det fineste i den lange historie er skildringen af , hvordan denne gensidige forelskelse tøvende baner sig vej .	så langt når romanen ikke skønt det er den happy ending den lægger op til noget af det fineste i den lange historie er skildringen af hvordan denne gensidige forelskelse tøvende baner sig vej	så når langt romanen ikke skønt det er den happy ending den lægger op til noget af det fineste i den lange historie skildringen er af hvordan denne gensidige tøvende forelskelse baner sig vej	O F O O O O O C O O O O C O O O O O O O O O O O F O O O O F O C O O	så langt når romanen ikke skønt det den happy ending den op er til noget af det fineste i lægger den lange historie er skildringen af hvordan denne gensidige forelskelse tøvende sig baner vej	O O C O O O O O O O O O F O O O O O O F O O O C O O O O O O C O F O
3595	Forsknings- og udviklingsprogrammer etableres ofte med relativt kort varsel og deres levetid er i øjeblikket begrænset til fire-fem år .	forsknings- og udviklingsprogrammer etableres ofte med relativt kort varsel og deres levetid er i øjeblikket begrænset til fire-fem år	forsknings- og udviklingsprogrammer etableres ofte med relativt kort varsel og deres levetid i er begrænset øjeblikket til fire-fem år	O O O C O O O O O O O O O F F O O O O	forsknings- og udviklingsprogrammer ofte med relativt kort varsel og deres levetid i øjeblikket begrænset etableres er til fire-fem år	O O O O O O O O O O O O O C F F O O O
3596	Det er denne handling , storebroderen mener , han må hævne .	det er denne handling storebroderen mener han må hævne	det er denne handling storebroderen mener han må hævne	O C O O O C O F F	det denne er handling storebroderen han mener må hævne	O O F O O O F C C
3597	"Groft sagt mener jeg , at kommunerne er skyld i , at de ældre havner på hospitalerne i venteposition til 1.500 kr. om dagen , "" siger hun ."	groft sagt mener jeg at kommunerne er skyld i at de ældre havner på hospitalerne i venteposition til 1.500 kr. om dagen siger hun	groft sagt mener jeg at kommunerne skyld er i at de havner ældre på hospitalerne i venteposition til 1.500 kr. om dagen siger hun	O C C O O O O F O O O F O O O O O O O O O O C O	groft sagt siger mener jeg at kommunerne er skyld i at de ældre havner på hospitalerne i venteposition til 1.500 kr. om dagen hun	O C F C O O O C O O O O O F O O O O O O O O O O
3598	De pågældende mænd er bare filmanmeldere og ganske ufarlige .	de pågældende mænd er bare filmanmeldere og ganske ufarlige	de pågældende mænd er bare filmanmeldere og ganske ufarlige	O O O C O O O O O	de pågældende mænd er bare filmanmeldere og ganske ufarlige	O O O C O O O O O
3599	Shinji Kazama , 41-årig japaner , har som den første kørt på motorcykel til Sydpolen .	shinji kazama 41-årig japaner har som den første kørt på motorcykel til sydpolen	shinji kazama 41-årig japaner som har den kørt første på motorcykel til sydpolen	O O O O O F O F O O O O O	shinji kazama 41-årig japaner har som den første på motorcykel til sydpolen kørt	O O O O C O O O O O O O F
3600	Danskere er ikke nogen race	danskere er ikke nogen race	danskere er ikke nogen race	O C O O O	danskere er ikke nogen race	O C O O O
3601	"Men det er spændende at se , hvor langt de tør gå med at slippe markedskræfterne løs . """	men det er spændende at se hvor langt de tør gå med at slippe markedskræfterne løs	men det er spændende at hvor se langt tør de gå med at slippe markedskræfterne løs	O O C O O O F O F O C O O C O O	tør slippe men det er spændende at se hvor langt de gå med at markedskræfterne løs	F F O O C O O F O O O C O O O O
