idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
2973	Ég var að drekka bjór eftir vinnu og heyrði allt í einu skothvelli — fyrst við McDonald‘s - bam , bam , bam — þannig hljómaði það , segir hann .	ég var að drekka bjór eftir vinnu og heyrði allt í einu skothvelli — fyrst við mcdonald‘s bam bam bam — þannig hljómaði það segir hann	var ég að drekka bjór eftir vinnu og heyrði allt í einu skothvelli — fyrst við mcdonald‘s bam bam bam — þannig segir hljómaði það hann	F O O C O O O O C O O O O O O O O O O O O O F F O O	ég var að bjór eftir hljómaði vinnu og allt í einu skothvelli — fyrst við mcdonald‘s bam bam bam — þannig það segir heyrði drekka hann	O C O O O F O O O O O O O O O O O O O O O O C F F O
2974	Á síðasta ári sendi Heiðrik frá sér plötuna Funeral en platan fjallar um baráttu hanns við fordóma í garð samkynhneigðra en Fæeryjar var síðasta norðurlandið til að lögleiða giftingu samkynhneigðra .	á síðasta ári sendi heiðrik frá sér plötuna funeral en platan fjallar um baráttu hanns við fordóma í garð samkynhneigðra en fæeryjar var síðasta norðurlandið til að lögleiða giftingu samkynhneigðra	á síðasta ári sendi heiðrik frá sér plötuna funeral en platan fjallar um baráttu hanns við fordóma í garð samkynhneigðra en fæeryjar síðasta var norðurlandið til lögleiða að giftingu samkynhneigðra	O O O C O O O O O O O C O O O O O O O O O O O F O O F O O O	á síðasta ári heiðrik frá sér plötuna funeral en platan um baráttu hanns við fordóma fjallar í garð samkynhneigðra en fæeryjar sendi var síðasta norðurlandið til að lögleiða giftingu samkynhneigðra	O O O O O O O O O O O O O O O F O O O O O F C O O O O C O O
2975	Hafberg Þórisson , framkvæmdastjóri Laufskála fasteignafélags og eigandi Lambhaga , segir starfsmenn sína orðna langþreytta á þeirri hættu sem stafi af fljúgandi golfkúlum yfir á jörð félagsins í Lundi í Mosfellsdal .	hafberg þórisson framkvæmdastjóri laufskála fasteignafélags og eigandi lambhaga segir starfsmenn sína orðna langþreytta á þeirri hættu sem stafi af fljúgandi golfkúlum yfir á jörð félagsins í lundi í mosfellsdal	hafberg þórisson framkvæmdastjóri laufskála fasteignafélags og eigandi lambhaga segir starfsmenn sína orðna langþreytta á þeirri hættu sem stafi af fljúgandi golfkúlum yfir á jörð félagsins í lundi í mosfellsdal	O O O O O O O O C O O O O O O O O C O O O O O O O O O O O	hafberg þórisson framkvæmdastjóri laufskála fasteignafélags og eigandi lambhaga segir starfsmenn sína orðna langþreytta á þeirri hættu sem af fljúgandi stafi golfkúlum yfir á jörð félagsins í lundi í mosfellsdal	O O O O O O O O C O O O O O O O O O O F O O O O O O O O O
2976	Í viðtalinu greindi hann frá því að hann hefði ekki talað við dóttur sína eftir að vandamál kom upp á milli þeirra rétt fyrir brúðkaup Meghan og Harry í maí .	í viðtalinu greindi hann frá því að hann hefði ekki talað við dóttur sína eftir að vandamál kom upp á milli þeirra rétt fyrir brúðkaup meghan og harry í maí	í viðtalinu hann greindi frá því að hefði hann ekki talað við dóttur sína eftir að vandamál kom upp á milli þeirra rétt fyrir brúðkaup meghan og harry í maí	O O O F O O O F O O C O O O O O O C O O O O O O O O O O O O	í viðtalinu greindi hann frá því að hann kom hefði ekki við dóttur sína eftir talað að vandamál upp á milli þeirra rétt fyrir brúðkaup meghan og harry í maí	O O C O O O O O F C O O O O O F O O O O O O O O O O O O O O
2977	Íslensk stjórnvöld vilja heldur auka samskipti við Bretland en draga úr þeim , við munum gera okkar til þess að tryggja sem besta samfellu í þessum efnum .	íslensk stjórnvöld vilja heldur auka samskipti við bretland en draga úr þeim við munum gera okkar til þess að tryggja sem besta samfellu í þessum efnum	íslensk stjórnvöld auka vilja heldur samskipti við bretland en draga úr þeim við munum okkar gera til þess tryggja að sem besta samfellu í þessum efnum	O O F F O O O O O C O O O C O F O O F O O O O O O O	gera íslensk stjórnvöld vilja heldur samskipti við bretland en draga úr þeim við auka okkar til þess munum að tryggja sem besta samfellu í þessum efnum	F O O C O O O O O C O O O F O O O F O C O O O O O O
2978	Ég vil að við gerum hvað við getum til að koma í veg fyrir að Íslendingar og íslensk fyrirtæki geti flutt fjármuni sína í skattaskjól eða lágskattasvæði .	ég vil að við gerum hvað við getum til að koma í veg fyrir að íslendingar og íslensk fyrirtæki geti flutt fjármuni sína í skattaskjól eða lágskattasvæði	ég vil að við gerum hvað við til getum koma að í veg fyrir að íslendingar og íslensk fyrirtæki geti flutt fjármuni sína í skattaskjól eða lágskattasvæði	O C O O C O O O F F O O O O O O O O O C C O O O O O O	ég að við gerum hvað við getum til að koma í veg fyrir að íslendingar og íslensk flutt fyrirtæki fjármuni sína í skattaskjól geti vil eða lágskattasvæði	O O O C O O C O O C O O O O O O O F O O O O O F F O O
2979	Á Facebook-síðu Dire Straits má sjá ótrúlegt myndband en þar sést ungur aðdáandi leika lagið Sultans of Swing á miðju Oxford-stræti í London .	á facebook-síðu dire straits má sjá ótrúlegt myndband en þar sést ungur aðdáandi leika lagið sultans of swing á miðju oxford-stræti í london	á facebook-síðu dire straits má sjá ótrúlegt myndband en þar sést ungur aðdáandi leika lagið sultans of swing á miðju oxford-stræti í london	O O O O F F O O O O C O O C O O O O O O O O O	á facebook-síðu dire straits sjá ótrúlegt myndband en þar sést má ungur aðdáandi lagið sultans of swing leika á miðju oxford-stræti í london	O O O O C O O O O C F O O O O O O F O O O O O
2980	Afríka er ört stækkandi markaður og því verður starfsemi sendiráðsins í Kampala efld og fyrirsvar gagnvart lykilríkjum fært þangað úr utanríkisráðuneytinu og frá sendiráði Íslands í París .	afríka er ört stækkandi markaður og því verður starfsemi sendiráðsins í kampala efld og fyrirsvar gagnvart lykilríkjum fært þangað úr utanríkisráðuneytinu og frá sendiráði íslands í parís	afríka ört er stækkandi markaður og verður því starfsemi sendiráðsins í kampala efld og fyrirsvar gagnvart lykilríkjum fært þangað úr utanríkisráðuneytinu og frá sendiráði íslands í parís	O O F O O O F O O O O O C O O O O C O O O O O O O O O	afríka ört stækkandi markaður og því verður starfsemi sendiráðsins í kampala fært efld og fyrirsvar gagnvart lykilríkjum þangað úr utanríkisráðuneytinu og frá sendiráði íslands í er parís	O O O O O O C O O O O F C O O O O O O O O O O O O F O
2981	Það var til að mynda þar sem Manigault Newman segist hafa heyrt Trump nota rasískt orðalag um blökkumenn , og hafa fleiri þátttakendur stutt þá frásögn hennar .	það var til að mynda þar sem manigault newman segist hafa heyrt trump nota rasískt orðalag um blökkumenn og hafa fleiri þátttakendur stutt þá frásögn hennar	það til var mynda að þar sem manigault newman segist hafa nota heyrt trump rasískt orðalag um blökkumenn og hafa fleiri þátttakendur stutt þá frásögn hennar	O O F F O O O O O C C F F O O O O O O C O O C O O O	það hafa til að nota mynda þar sem var manigault newman segist trump rasískt heyrt orðalag um blökkumenn og hafa fleiri þátttakendur stutt þá frásögn hennar	O F O O F C O O F O O C O O F O O O O C O O C O O O
2982	Það eina sem þú þarft að gera er að setja upp gleraugun og var Chris Smelcer einn af þeim fyrstu sem fékk að prófa gripinn á dögunum .	það eina sem þú þarft að gera er að setja upp gleraugun og var chris smelcer einn af þeim fyrstu sem fékk að prófa gripinn á dögunum	það eina sem þú gera þarft að er að setja upp gleraugun og chris var smelcer einn af þeim fyrstu fékk sem að prófa gripinn á dögunum	O O O O F F O C O C O O O O F O O O O O F O O C O O O	þarft það eina er sem þú að gera að setja upp gleraugun prófa og var chris smelcer einn af þeim fyrstu sem fékk að gripinn á dögunum	F O O F O O O C O C O O F O F O O O O O O O C O O O O
2983	Og það byrjaði ekki vel fyrir heimamenn í dag því á 17. mínútu kom Aron Ramsey Arsenal í 1 – 0 og þannig stóðu leikar í hálfleik .	og það byrjaði ekki vel fyrir heimamenn í dag því á 17. mínútu kom aron ramsey arsenal í 1 – 0 og þannig stóðu leikar í hálfleik	og það byrjaði ekki vel fyrir heimamenn í dag því á 17. mínútu aron kom ramsey arsenal í 1 – 0 og stóðu þannig leikar í hálfleik	O O C O O O O O O O O O O O F O O O O O O O F O O O O	og það ekki vel fyrir heimamenn í dag því á 17. byrjaði mínútu kom aron ramsey arsenal í 1 – 0 og þannig stóðu leikar í hálfleik	O O O O O O O O O O O F O C O O O O O O O O O C O O O
2984	Sérstaklega á þetta við ef kostur er á því að nýta þekkingu og reynslu þeirra sem þegar hafa unnið að athugunum á þessum þætti í einkavæðingu bankanna .	sérstaklega á þetta við ef kostur er á því að nýta þekkingu og reynslu þeirra sem þegar hafa unnið að athugunum á þessum þætti í einkavæðingu bankanna	sérstaklega á þetta við ef kostur er á því að þekkingu nýta og reynslu þeirra sem hafa þegar unnið að athugunum á þessum þætti í einkavæðingu bankanna	O C O O O O C O O O O F O O O O F O C O O O O O O O O	sérstaklega þetta við ef kostur á því að nýta þekkingu og reynslu þeirra sem á þegar unnið að hafa er athugunum á þessum þætti í einkavæðingu bankanna	O O O O O O O O C O O O O O F O C O F F O O O O O O O
2985	Þó að það sé mikið að gera hjá okkur þá að sjálfsögðu sinnum við bráðveiku fólki , til þess erum við og það munum við gera .	þó að það sé mikið að gera hjá okkur þá að sjálfsögðu sinnum við bráðveiku fólki til þess erum við og það munum við gera	þó að það sé mikið að hjá gera okkur þá að sinnum sjálfsögðu við bráðveiku fólki til þess erum við og það munum við gera	O O O C O O O F O O O F O O O O O O C O O O C O C	þó að það mikið að gera hjá okkur þá erum að sjálfsögðu sinnum við bráðveiku fólki til þess við og munum sé það við gera	O O O O O C O O O F O O C O O O O O O O F F O O C
2986	Núna fara menn meira að meta áherslur , hvaða framtíðarsýn við höfum upp á að bjóða og hvaða tengslanet innanlands og erlendis menn færa með sér .	núna fara menn meira að meta áherslur hvaða framtíðarsýn við höfum upp á að bjóða og hvaða tengslanet innanlands og erlendis menn færa með sér	núna menn fara meira meta að áherslur hvaða framtíðarsýn við höfum upp á að og bjóða hvaða tengslanet innanlands og erlendis færa menn með sér	O O F O F O O O O O C O O O O F O O O O O F O O O	núna menn meta fara meira að áherslur hvaða framtíðarsýn við höfum upp á að bjóða og hvaða tengslanet innanlands og erlendis menn færa með sér	O O F F O O O O O O C O O O C O O O O O O O C O O
2987	Svar þessa meirihluta er alltaf á þá leið að allir bílar eigi núna að fara í nýja byggingu hér niður í miðbæ þar sem verið er að byggja hér bílakjallara .	svar þessa meirihluta er alltaf á þá leið að allir bílar eigi núna að fara í nýja byggingu hér niður í miðbæ þar sem verið er að byggja hér bílakjallara	svar þessa meirihluta er alltaf á þá leið að allir bílar eigi núna að í fara nýja byggingu hér niður í miðbæ þar verið sem er að byggja hér bílakjallara	O O O C O O O O O O O C O O O F O O O O O O O F O C O C O O	svar verið þessa meirihluta alltaf er á þá leið að allir bílar núna að fara í nýja byggingu hér eigi niður í miðbæ þar sem er að byggja hér bílakjallara	O F O O O F O O O O O O O O C O O O O F O O O O O C O C O O
2988	Nú ættu stjórnvöld að grípa til fjölda óvinsælla aðgerða en þau hafi ekki þorað því frá því ákveðnar aðgerðir árið 2005 hafi brugðist , hvorki til frjálsræðis né meira forræðis .	nú ættu stjórnvöld að grípa til fjölda óvinsælla aðgerða en þau hafi ekki þorað því frá því ákveðnar aðgerðir árið 2005 hafi brugðist hvorki til frjálsræðis né meira forræðis	nú stjórnvöld ættu grípa að til fjölda óvinsælla aðgerða en þau hafi ekki þorað því frá því ákveðnar aðgerðir árið 2005 hafi brugðist hvorki til frjálsræðis né meira forræðis	O O F F O O O O O O O C O C O O O O O O O F F O O O O O O	nú stjórnvöld að til fjölda óvinsælla aðgerða en þau grípa ekki þorað því frá því ákveðnar aðgerðir árið hafi 2005 hafi brugðist hvorki ættu til frjálsræðis né meira forræðis	O O O O O O O O O F O C O O O O O O F O C C O F O O O O O
2989	Að því loknu fer Ólafía Þórunn til Bandaríkjanna þar sem hún tekur þátt á lokastigi úrtökumótsins fyrir LPGA atvinnumótaröðina í Bandaríkjunum sem fram fer í lok nóvember og byrjun desember .	að því loknu fer ólafía þórunn til bandaríkjanna þar sem hún tekur þátt á lokastigi úrtökumótsins fyrir lpga atvinnumótaröðina í bandaríkjunum sem fram fer í lok nóvember og byrjun desember	að því loknu fer ólafía þórunn til bandaríkjanna þar sem hún þátt tekur á lokastigi úrtökumótsins fyrir lpga atvinnumótaröðina í bandaríkjunum sem fer fram í lok nóvember og byrjun desember	O O C C O O O O O O O O F O O O O O O O O O F O O O O O O O	að því loknu fer ólafía þórunn til bandaríkjanna þar sem hún þátt á lokastigi úrtökumótsins fyrir lpga fer atvinnumótaröðina tekur í bandaríkjunum sem fram í lok nóvember og byrjun desember	O O C C O O O O O O O O O O O O O F O F O O O O O O O O O O
2990	Rannsóknin var kynnt á málþingi sem haldið var í gær um neyðarmóttöku fyrir þolendur kynferðisofbeldis sem var til heiðurs Eyrúnu Björgu Jónsdóttur , hjúkrunarfræðingi og verkefnastjóra neyðarmóttöku fyrir þolendur kynferðisofbeldis .	rannsóknin var kynnt á málþingi sem haldið var í gær um neyðarmóttöku fyrir þolendur kynferðisofbeldis sem var til heiðurs eyrúnu björgu jónsdóttur hjúkrunarfræðingi og verkefnastjóra neyðarmóttöku fyrir þolendur kynferðisofbeldis	rannsóknin var kynnt á málþingi sem haldið var í gær um neyðarmóttöku fyrir þolendur kynferðisofbeldis sem var til heiðurs eyrúnu björgu jónsdóttur hjúkrunarfræðingi og verkefnastjóra neyðarmóttöku fyrir þolendur kynferðisofbeldis	O C C O O O F F O O O O O O O O C O O O O O O O O O O O O	rannsóknin kynnt á málþingi sem haldið var í gær um neyðarmóttöku fyrir þolendur kynferðisofbeldis var sem til heiðurs var eyrúnu björgu jónsdóttur hjúkrunarfræðingi og verkefnastjóra neyðarmóttöku fyrir þolendur kynferðisofbeldis	O C O O O C C O O O O O O O F O O O F O O O O O O O O O O
2991	Formaður VR hefur sett sig í samband við fulltrúa félagsins í stjórn Lífeyrissjóðs verzlunarmanna og óskað eftir því við þá að launakjör framkvæmdastjóra lífeyrissjóðsins verði tekin til umræðu innan stjórnarinnar .	formaður vr hefur sett sig í samband við fulltrúa félagsins í stjórn lífeyrissjóðs verzlunarmanna og óskað eftir því við þá að launakjör framkvæmdastjóra lífeyrissjóðsins verði tekin til umræðu innan stjórnarinnar	formaður vr hefur sig sett í samband við fulltrúa félagsins í stjórn lífeyrissjóðs verzlunarmanna óskað og eftir því við þá að launakjör framkvæmdastjóra lífeyrissjóðsins verði tekin til umræðu innan stjórnarinnar	O O C O F O O O O O O O O O F O O O O O O O O O C C O O O O	formaður vr sig í sett samband við fulltrúa félagsins í stjórn lífeyrissjóðs verzlunarmanna og óskað eftir því við þá hefur að launakjör framkvæmdastjóra lífeyrissjóðsins verði tekin til umræðu innan stjórnarinnar	O O O O F O O O O O O O O O C O O O O F O O O O C C O O O O
